FOR CLOSURE OF,SOURCE FILE,TAX ID,RECEIPT NUMBER,WORKER ID,PERIOD OF PROVISION,TAX ID - RECEIPT NUMBER,RECEIPT AMOUNT,REQUESTED AMOUNT,PROVISION CODE,WORKER ID - PERIOD OF PROVISION -  PROVISION CODE,WORKER ID - PERIOD OF PROVISION -  RECEIPT AMOUNT,SECOND PROVISION CODE,SECOND WORKER ID NUMBER,THIRD PROVISION CODE,SECOND PERIOD OF PROVISION,WORKER ID - PERIOD OF PROVISION -  RECEIPT NUMBER,WORKER ID -  RECEIPT NUMBER,RECEIPT PREFIX,RECEIPT TYPE,EMISSION TYPE,AUTHORIZATION CODE,RECEIPT EMISSION DATE,CBU 1,CBU 2
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,36708218675,231,85669116453,201612,36708218675-231,"2895,12","2895,12",90,85669116453-201612-90,"85669116453-201612-2895,12",90,61221879672,90,201612,61221879672-201612-231,61221879672-231,0002,03,E,67015218351671,02/01/2017,255865028,76879349731893
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,77013263223,363,19884134738,201612,77013263223-363,"2895,12","2895,12",90,19884134738-201612-90,"19884134738-201612-2895,12",90,20656105943,90,201612,20656105943-201612-363,20656105943-363,0002,03,E,67017218699610,02/01/2017,152241897,80439657567306
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,40485919006,429,74188496650,201612,40485919006-429,"5507,32","5507,32",96,74188496650-201612-96,"74188496650-201612-5507,32",96,11594102162,96,201612,11594102162-201612-429,11594102162-429,0003,03,E,67066822362401,08/02/2017,67222441,73802998293920
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,47429493703,325,97363401153,201612,47429493703-325,"1085,68","1085,68",90,97363401153-201612-90,"97363401153-201612-1085,68",90,89406943228,90,201612,89406943228-201612-325,89406943228-325,0001,05,I,42460079153667,01/02/2017,870346946,85656545529533
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,53827176364,480,44429075448,201612,53827176364-480,"1085,68","1085,68",90,44429075448-201612-90,"44429075448-201612-1085,68",90,75630693372,90,201612,75630693372-201612-480,75630693372-480,0001,05,I,42154054373584,30/12/2016,525416194,82362735560286
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,25427028825,473,54329070322,201611,25427028825-473,"814,26","814,26",90,54329070322-201611-90,"54329070322-201611-814,26",90,98937819244,90,201611,98937819244-201611-473,98937819244-473,0001,05,I,42154054373584,28/12/2016,26808032,82779529315290
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,65491210458,470,30785420628,201610,65491210458-470,"814,26","814,26",90,30785420628-201610-90,"30785420628-201610-814,26",90,71497118407,90,201610,71497118407-201610-470,71497118407-470,0001,05,I,42154054373584,28/12/2016,262818194,65605073838109
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,47066306986,481,52370942875,201612,47066306986-481,"2171,36","2171,36",90,52370942875-201612-90,"52370942875-201612-2171,36",90,99094765014,90,201612,99094765014-201612-481,99094765014-481,0001,05,I,42154054373584,30/12/2016,180892915,81678489284387
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,23297968709,471,46352326267,201610,23297968709-471,"2171,36","2171,36",90,46352326267-201610-90,"46352326267-201610-2171,36",90,30535496015,90,201610,30535496015-201610-471,30535496015-471,0001,05,I,42154054373584,28/12/2016,667539362,16779919968714
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,71065828531,472,88932788760,201611,71065828531-472,"1899,94","1899,94",90,88932788760-201611-90,"88932788760-201611-1899,94",90,62921585290,90,201611,62921585290-201611-472,62921585290-472,0001,05,I,42154054373584,28/12/2016,144196800,88363460089173
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,57660504736,63,98160134679,201701,57660504736-63,"4071,24","4071,24",86,98160134679-201701-86,"98160134679-201701-4071,24",86,67262395985,86,201701,67262395985-201701-63,67262395985-63,0001,05,I,42384072643781,10/02/2017,861722670,41009568763667
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,29501129338,116,39497266341,201610,29501129338-116,"2316,08","2316,08",90,39497266341-201610-90,"39497266341-201610-2316,08",90,34029707931,90,201610,34029707931-201610-116,34029707931-116,0002,03,I,43015084058443,09/02/2017,850909472,22286804450819
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,32331744492,27,26124040890,201612,32331744492-27,"3431,52","3431,52",90,26124040890-201612-90,"26124040890-201612-3431,52",90,34272794495,90,201612,34272794495-201612-27,34272794495-27,0001,05,I,42254062339680,03/07/2017,650160673,16118652405535
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,50819656769,63,43496456182,201701,50819656769-63,"5428,32","5428,32",86,43496456182-201701-86,"43496456182-201701-5428,32",86,64710148128,86,201701,64710148128-201701-63,64710148128-63,0004,03,I,42519082980501,03/02/2017,648330749,23502814972544
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,90581065708,240,34216322515,201612,90581065708-240,"2895,12","2895,12",90,34216322515-201612-90,"34216322515-201612-2895,12",90,98394032387,90,201612,98394032387-201612-240,98394032387-240,0002,03,E,67075934958245,15/02/2017,257928078,36950957068086
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,64241183067,136,65202549689,201701,64241183067-136,"8142,6","8142,6",86,65202549689-201701-86,"65202549689-201701-8142,6",86,26335073219,86,201701,26335073219-201701-136,26335073219-136,0001,05,I,42114051513433,07/02/2017,122454880,63329190767996
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,52126136931,273,82164704685,201612,52126136931-273,"3474,12","3474,12",90,82164704685-201612-90,"82164704685-201612-3474,12",90,96951498968,90,201612,96951498968-201612-273,96951498968-273,0001,05,I,42076047452113,10/02/2017,790051516,50580807721548
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,72825821466,235,62795066085,201612,72825821466-235,"4342,68","4342,68",90,62795066085-201612-90,"62795066085-201612-4342,68",90,13368990370,90,201612,13368990370-201612-235,13368990370-235,0001,05,I,42404073793994,02/01/2017,498450774,34893774913523
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,32787297506,233,31068125604,201611,32787297506-233,"4342,68","4342,68",90,31068125604-201611-90,"31068125604-201611-4342,68",90,67205692212,90,201611,67205692212-201611-233,67205692212-233,0001,05,I,42404073793994,05/12/2016,466183476,79237050988788
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,23112343831,146,38131192764,201610,23112343831-146,"3257,04","3257,04",90,38131192764-201610-90,"38131192764-201610-3257,04",90,50076158063,90,201610,50076158063-201610-146,50076158063-146,0001,05,I,42249061808725,04/01/2017,57336992,38768715287792
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,82359099095,148,21243550617,201611,82359099095-148,"3257,04","3257,04",90,21243550617-201611-90,"21243550617-201611-3257,04",90,69627212423,90,201611,69627212423-201611-148,69627212423-148,0001,05,I,42249061808725,04/01/2017,606879656,69600462846118
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,49376827145,860,38270927365,201612,49376827145-860,"7659,82","7659,82",85,38270927365-201612-85,"38270927365-201612-7659,82",85,31265137143,85,201612,31265137143-201612-860,31265137143-860,0003,03,E,67065863639835,10/02/2017,821087086,69661700993854
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,49115957153,836,40071957758,201610,49115957153-836,"6808,73","6808,73",85,40071957758-201610-85,"40071957758-201610-6808,73",85,73576680793,85,201610,73576680793-201610-836,73576680793-836,0003,03,E,67065863069439,10/02/2017,115195051,32670033116860
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,18761497756,848,95741684138,201611,18761497756-848,"7659,82","7659,82",85,95741684138-201611-85,"95741684138-201611-7659,82",85,43054067256,85,201611,43054067256-201611-848,43054067256-848,0003,03,E,67065863400838,10/02/2017,62270207,10125766924281
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,81852463860,135,38951387179,201611,81852463860-135,"4885,56","4885,56",91,38951387179-201611-91,"38951387179-201611-4885,56",91,16691547683,91,201611,16691547683-201611-135,16691547683-135,0003,03,E,67048584631363,26/01/2017,816926594,26536350158353
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,62207477935,134,34986952420,201610,62207477935-134,"4885,56","5885,56",91,34986952420-201610-91,"34986952420-201610-4885,56",91,98477927940,91,201610,98477927940-201610-134,98477927940-134,0003,03,E,67048584630859,26/01/2017,72566637,87646812592911
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,82725886675,132,64199755036,201608,82725886675-132,"4342,68","4342,68",91,64199755036-201608-91,"64199755036-201608-4342,68",91,81548692222,91,201608,81548692222-201608-132,81548692222-132,0003,03,E,67048584629614,26/01/2017,930673083,24223375304390
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,64130813686,1237,35955929497,201612,64130813686-1237,"8196,4","8196,4",90,35955929497-201612-90,"35955929497-201612-8196,4",90,64004430780,90,201612,64004430780-201612-1237,64004430780-1237,0003,03,E,67064846369773,09/02/2017,874005307,79859470648430
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,89397270114,92,17046301147,201610,89397270114-92,"1447,55","1447,55",90,17046301147-201610-90,"17046301147-201610-1447,55",90,82323954562,90,201610,82323954562-201610-92,82323954562-92,0002,05,E,67060824839107,08/02/2017,694904862,31991653663595
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,88852938094,55,94787297438,201612,88852938094-55,"1447,56","1447,56",90,94787297438-201612-90,"94787297438-201612-1447,56",90,23797711073,90,201612,23797711073-201612-55,23797711073-55,0002,05,E,67010185070364,04/01/2017,387421838,75521290423541
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,21193233600,256,73029931110,201612,21193233600-256,"4342,68","4342,68",90,73029931110-201612-90,"73029931110-201612-4342,68",90,92717135407,90,201612,92717135407-201612-256,92717135407-256,0002,03,E,67011196491389,31/12/2016,895110326,57021557368280
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,23084921628,232,34858632278,201612,23084921628-232,"2895,12","2895,12",90,34858632278-201612-90,"34858632278-201612-2895,12",90,67393710172,90,201612,67393710172-201612-232,67393710172-232,0002,03,E,67015218355997,02/01/2017,464772635,94142935432708
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,17023849793,113,24164224884,201610,17023849793-113,"3474,12","3474,12",90,24164224884-201610-90,"24164224884-201610-3474,12",90,54519550654,90,201610,54519550654-201610-113,54519550654-113,0001,03,I,42308066353036,08/02/2017,520697017,41755084894785
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,64326083098,114,36857076689,201610,64326083098-114,"2316,08","2316,08",90,36857076689-201610-90,"36857076689-201610-2316,08",90,35760026594,90,201610,35760026594-201610-114,35760026594-114,0002,03,I,43015084058443,09/02/2017,263875700,26634632103497
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,58540357207,115,96266890676,201610,58540357207-115,"2316,08","2316,08",90,96266890676-201610-90,"96266890676-201610-2316,08",90,44193265763,90,201610,44193265763-201610-115,44193265763-115,0002,03,I,43015084058443,09/02/2017,786285578,90066672568840
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,84334806059,111,53127677730,201701,84334806059-111,"2316,08","2316,08",90,53127677730-201701-90,"53127677730-201701-2316,08",90,59343672799,90,201701,59343672799-201701-111,59343672799-111,0002,03,I,43015084058443,07/02/2017,289658253,91199677009599
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,19103245785,693,84677416789,201701,19103245785-693,"2316,08","2316,08",90,84677416789-201701-90,"84677416789-201701-2316,08",90,65684948535,90,201701,65684948535-201701-693,65684948535-693,0001,05,I,42519082785942,07/02/2017,707165313,75210719232080
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,33231648528,234,72429508371,201611,33231648528-234,"4342,68","4342,68",90,72429508371-201611-90,"72429508371-201611-4342,68",90,27406975707,90,201611,27406975707-201611-234,27406975707-234,0001,05,I,42404073793994,05/12/2016,821826690,80103153948355
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,61316422672,143,30147391128,201609,61316422672-143,"2895,12","2895,12",90,30147391128-201609-90,"30147391128-201609-2895,12",90,99548031759,90,201609,99548031759-201609-143,99548031759-143,0001,05,I,42249061808725,30/12/2016,887530056,63665918066674
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,53077735022,147,75839399127,201610,53077735022-147,"3257,04","3257,04",90,75839399127-201610-90,"75839399127-201610-3257,04",90,39864996279,90,201610,39864996279-201610-147,39864996279-147,0001,05,I,42249061808725,04/01/2017,822249037,42393858720928
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,74582459237,456,51587366220,201612,74582459237-456,"2316,08","2316,08",86,51587366220-201612-86,"51587366220-201612-2316,08",86,67085108147,86,201612,67085108147-201612-456,67085108147-456,0004,03,E,67024271966695,10/01/2017,815443521,42730082783954
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,33616309367,117,31257975419,201610,33616309367-117,"3474,12","3474,12",90,31257975419-201610-90,"31257975419-201610-3474,12",90,94024151977,90,201610,94024151977-201610-117,94024151977-117,0002,03,I,43015084058443,09/02/2017,291442110,77591252459975
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,50919906747,112,57351694633,201701,50919906747-112,"2316,08","2316,08",90,57351694633-201701-90,"57351694633-201701-2316,08",90,79595869224,90,201701,79595869224-201701-112,79595869224-112,0002,03,I,43015084058443,07/02/2017,419777269,33336085958971
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,97360300926,694,42567950857,201701,97360300926-694,"2316,08","2316,08",90,42567950857-201701-90,"42567950857-201701-2316,08",90,98543883476,90,201701,98543883476-201701-694,98543883476-694,0001,05,I,42519082785942,07/02/2017,873038097,54604962454405
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,16384645584,211,43254679452,201612,16384645584-211,"3474,12","3474,12",90,43254679452-201612-90,"43254679452-201612-3474,12",90,15527746184,90,201612,15527746184-201612-211,15527746184-211,0001,05,I,42396073429994,20/01/2017,435324546,36038487285564
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,75347945934,847,13652124852,201610,75347945934-847,"6808,73","6808,73",85,13652124852-201610-85,"13652124852-201610-6808,73",85,93970606020,85,201610,93970606020-201610-847,93970606020-847,0003,03,E,67065863333121,10/02/2017,71591948,36476094696906
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,66238036433,114,35109766773,201610,66238036433-114,"3257,04","3257,04",90,35109766773-201610-90,"35109766773-201610-3257,04",90,36136419397,90,201610,36136419397-201610-114,36136419397-114,0001,05,I,42498081011365,04/01/2017,18336497,45596049283541
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,99072132126,111,57285961162,201611,99072132126-111,"2895,12","2895,12",90,57285961162-201611-90,"57285961162-201611-2895,12",90,83100909060,90,201611,83100909060-201611-111,83100909060-111,0001,05,I,42498081011365,04/01/2017,26672032,34067847211124
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,61546314899,145,90497035459,201610,61546314899-145,"3257,04","3257,04",90,90497035459-201610-90,"90497035459-201610-3257,04",90,84587863377,90,201610,84587863377-201610-145,84587863377-145,0001,05,I,42249061808725,04/01/2017,730495421,23838642467359
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,62624044241,142,63371310488,201609,62624044241-142,"2895,12","2895,12",90,63371310488-201609-90,"63371310488-201609-2895,12",90,78900995738,90,201609,78900995738-201609-142,78900995738-142,0001,05,I,42249061808725,30/12/2016,606915521,83644114850502
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,80375458338,150,98077543535,201611,80375458338-150,"3257,04","3257,04",90,98077543535-201611-90,"98077543535-201611-3257,04",90,75844420530,90,201611,75844420530-201611-150,75844420530-150,0001,05,I,42249061808725,04/01/2017,826188083,77505441696867
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,52690721218,451,30473975706,201610,52690721218-451,"3474,12","3474,12",86,30473975706-201610-86,"30473975706-201610-3474,12",86,82829274831,86,201610,82829274831-201610-451,82829274831-451,0004,03,E,67024271315189,10/01/2017,39152689,33822050907822
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,88017133593,452,60127251384,201611,88017133593-452,"3474,12","3474,12",86,60127251384-201611-86,"60127251384-201611-3474,12",86,19403433216,86,201611,19403433216-201611-452,19403433216-452,0004,03,E,67024271402614,10/01/2017,321447984,36078073020219
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,12328235502,453,83475264125,201612,12328235502-453,"3474,12","3474,12",86,83475264125-201612-86,"83475264125-201612-3474,12",86,21173178999,86,201612,21173178999-201612-453,21173178999-453,0004,03,E,67024271692885,10/01/2017,710311510,55036808149437
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,42754140107,119,22255520433,201610,42754140107-119,"2316,08","2316,08",90,22255520433-201610-90,"22255520433-201610-2316,08",90,83382789786,90,201610,83382789786-201610-119,83382789786-119,0002,03,I,43015084058443,09/02/2017,420392768,18067508826503
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,48423129221,580,49059110028,201612,48423129221-580,"2316,08","2316,08",90,49059110028-201612-90,"49059110028-201612-2316,08",90,91819967810,90,201612,91819967810-201612-580,91819967810-580,0002,05,I,42517082785137,07/02/2017,294571379,29189587946103
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,39213953064,695,13357093933,201701,39213953064-695,"2316,08","2316,08",90,13357093933-201701-90,"13357093933-201701-2316,08",90,73614364716,90,201701,73614364716-201701-695,73614364716-695,0001,05,I,42519082785942,10/02/2017,812906871,14162896346983
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,97385734522,583,99351060593,201701,97385734522-583,"2316,08","2316,08",90,99351060593-201701-90,"99351060593-201701-2316,08",90,83041165027,90,201701,83041165027-201701-583,83041165027-583,0002,05,I,42517082785137,10/02/2017,114077157,22244939964371
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,13188853710,118,53731735213,201610,13188853710-118,"3474,12","3474,12",90,53731735213-201610-90,"53731735213-201610-3474,12",90,62511158946,90,201610,62511158946-201610-118,62511158946-118,0002,03,I,43015084058443,09/02/2017,878940546,93686377737620
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,30228322072,125,33328750900,201702,30228322072-125,"7239,02","7239,02",96,33328750900-201702-96,"33328750900-201702-7239,02",96,80094262355,96,201702,80094262355-201702-125,80094262355-125,0001,05,I,43388072731120,01/03/2017,272858652,48288392218878
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,55399183763,536,72658438497,201702,55399183763-536,"5428,32","5428,32",90,72658438497-201702-90,"72658438497-201702-5428,32",90,19370308761,90,201702,19370308761-201702-536,19370308761-536,0002,05,E,67102287199930,06/03/2017,527567621,21149030805331
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,57012455213,53,60567075064,201702,57012455213-53,"3618,88","3618,88",90,60567075064-201702-90,"60567075064-201702-3618,88",90,24352499636,90,201702,24352499636-201702-53,24352499636-53,0005,03,E,67106347260663,08/03/2017,377796053,38944462552276
